layer_name,layer_idx,class_i,class_j,cosine_similarity
conv_layers.0,0,11,8,0.41335535049438477
conv_layers.0,0,11,9,0.2673640549182892
conv_layers.0,0,11,10,0.49814364314079285
conv_layers.0,0,11,12,0.5277458429336548
conv_layers.0,0,11,13,0.3156125843524933
conv_layers.0,0,11,14,0.6734188199043274
conv_layers.0,0,11,15,0.42505037784576416
conv_layers.0,0,11,16,0.48148009181022644
conv_layers.0,0,11,17,0.5300922393798828
conv_layers.0,0,11,18,0.5677115321159363
conv_layers.0,0,11,19,0.38570165634155273
conv_layers.0,0,11,20,0.08535538613796234
conv_layers.0,0,11,21,0.15896785259246826
conv_layers.0,0,11,22,0.5255729556083679
conv_layers.0,0,11,23,0.37657639384269714
conv_layers.0,0,11,24,0.5159251093864441
conv_layers.0,0,11,25,0.2938641607761383
conv_layers.0,0,11,26,0.4830724596977234
conv_layers.0,0,11,27,0.4161665141582489
conv_layers.0,0,11,28,0.23069000244140625
conv_layers.0,0,11,29,0.7334731221199036
conv_layers.0,0,11,30,0.7761911749839783
conv_layers.0,0,11,31,0.45926812291145325
conv_layers.0,0,11,32,0.4365394413471222
conv_layers.0,0,11,33,0.39878880977630615
conv_layers.0,0,11,34,0.6050427556037903
conv_layers.0,0,11,35,0.0014148261398077011
conv_layers.0,0,11,36,0.19335146248340607
conv_layers.0,0,11,37,0.5645047426223755
conv_layers.0,0,11,38,0.26463553309440613
conv_layers.0,0,11,39,0.6525671482086182
conv_layers.0,0,11,40,0.23154467344284058
conv_layers.0,0,11,41,0.03715701773762703
conv_layers.0,0,11,42,0.5182811617851257
conv_layers.0,0,12,0,0.34642624855041504
conv_layers.0,0,12,1,0.16708806157112122
conv_layers.0,0,12,2,0.22513824701309204
conv_layers.0,0,12,3,0.4634324014186859
conv_layers.0,0,12,4,0.266519159078598
conv_layers.0,0,12,5,0.04719804599881172
conv_layers.0,0,12,6,0.11278335750102997
conv_layers.0,0,12,7,0.5325521230697632
conv_layers.0,0,12,8,0.4341067373752594
conv_layers.0,0,12,9,0.05135274678468704
conv_layers.0,0,12,10,0.11187567561864853
conv_layers.0,0,12,11,0.5277458429336548
conv_layers.0,0,12,13,0.32946300506591797
conv_layers.0,0,12,14,0.3685682415962219
conv_layers.0,0,12,15,0.32632705569267273
conv_layers.0,0,12,16,0.029985791072249413
conv_layers.0,0,12,17,0.11052568256855011
conv_layers.0,0,12,18,0.33545801043510437
conv_layers.0,0,12,19,0.2803615927696228
conv_layers.0,0,12,20,0.3087957501411438
conv_layers.0,0,12,21,0.021013177931308746
conv_layers.0,0,12,22,0.09992672502994537
conv_layers.0,0,12,23,0.5476537346839905
conv_layers.0,0,12,24,0.3632987141609192
conv_layers.0,0,12,25,0.07902507483959198
conv_layers.0,0,12,26,0.4450088441371918
conv_layers.0,0,12,27,0.1373068392276764
conv_layers.0,0,12,28,0.15353699028491974
conv_layers.0,0,12,29,0.6557458639144897
conv_layers.0,0,12,30,0.27085092663764954
conv_layers.0,0,12,31,0.017447687685489655
conv_layers.0,0,12,32,0.573367714881897
conv_layers.0,0,12,33,0.4877416789531708
